idx,query,property_name,property_type,value,min,max,unit,shape
2769,stp mould shrinkage normal =medium,"molding shrinkage iso 294-4, 2577 normal (%)",property,medium,,,,exact value only
2786,"sh d = weak pa 6,12",shore d hardness iso 48-4 / iso 868 15s,property,weak,,,,exact value only
2791,grades that have high voltage arc resistivity ignition plc-3,arc resistance,ul_property,plc 3,,,,exact value only
2799,temp. of deflection under load 8.0 mpa of a3 gf25 v0 gn 6032/j,temperature of deflection under load iso 75-1/-2 8 mpa (°c),property,,,,,categorical / no number
2802,"frianyl v0 black""",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
2802,"frianyl v0 black""",flame rating,ul_sub_property,v-0,,,,exact value only
2809,ld-pe with compressive stress at 1% strain around 39 mpa,compressive stress at 1% strain iso 604 (mpa),property,39.0,35.1,42.9,mpa,banded (value +/- band)
2823,"tpv, v0 @ 0.04' - 0.08'",flame rating,ul_sub_property,v-0,,,,exact value only
2823,"tpv, v0 @ 0.04' - 0.08'",minimum thickness (mm),ul_property,0.04,,,mm,exact value only
2824,please find any material with tensile modulus in the range of 2800-3200mpa,tensile modulus,property,2800.0,2800.0,3200.0,mpa,banded (value +/- band)
2826,long fiber glass glow-wire flammability in the range of 390 to 1090 °c,glow wire flammability index,ul_sub_property,390.0,390.0,1090.0,°c,banded (value +/- band)
2826,long fiber glass glow-wire flammability in the range of 390 to 1090 °c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
2829,abistir grade with a arcr plc0,arc resistance,ul_property,plc 0,,,,exact value only
2835,carbon fiber filled pom with specific resistivity of 20 for machine slide guide application,specific resistivity,property,20.0,18.0,22.0,,banded (value +/- band)
2838,grade which has minimum tensile modulus of 21500 mpa,tensile modulus,property,21500.0,21500.0,,mpa,open lower (>= min)
2855,highvoltagearcresistantignition plc-3 863 compliant rohs,arc resistance,ul_property,plc 3,,,,exact value only
2855,highvoltagearcresistantignition plc-3 863 compliant rohs,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
2861,yc ul,minimum thickness (mm),ul_property,,,,,categorical / no number
2861,yc ul,flame rating,ul_sub_property,,,,,categorical / no number
2863,"need material with good thermal conductivity v0 pps, ul yellow card, < 70 shore d and more than > 10 mpa at 80c",thermal conductivity,property,good,,,,exact value only
2863,"need material with good thermal conductivity v0 pps, ul yellow card, < 70 shore d and more than > 10 mpa at 80c",shore d hardness iso 48-4 / iso 868 15s,property,70.0,,70.0,,open upper (<= max)
2863,"need material with good thermal conductivity v0 pps, ul yellow card, < 70 shore d and more than > 10 mpa at 80c",flame rating,ul_sub_property,v-0,,,,exact value only
2863,"need material with good thermal conductivity v0 pps, ul yellow card, < 70 shore d and more than > 10 mpa at 80c",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
2864,products with flex modulus = 6.56e+08,flexural modulus,property,6.56e+08,5.90e+08,7.22e+08,,banded (value +/- band)
2865,(nb) impact,impact strength,property,nb,,,,exact value only
2872,do you have a ldpe with flame rating ul 94 at 0.75 mm for bracket for light,flame rating,ul_sub_property,,,,,categorical / no number
2872,do you have a ldpe with flame rating ul 94 at 0.75 mm for bracket for light,minimum thickness (mm),ul_property,0.75,,,mm,exact value only
2877,materials that have plane tracking 0.62 - 1.44,inclined-plane tracking,ul_property,0.62,0.62,1.44,,banded (value +/- band)
2879,"ppepdm melt mass-flow rate (164.05g/10min) between 119 to 210, halogenated flame retardant",melt mass-flow rate iso 1133 (g/10min),property,164.05,119.0,210.0,g/10min,banded (value +/- band)
2890,tensile modulus 200 with a 20% range,tensile modulus,property,200.0,160.0,240.0,,banded (value +/- band)
2894,customer looking for a glass and ptfe filled celanyl with a total filler content of 45% requested density of 1.48 grams/cm cubed and charpy impact strength > 50 kilojoules / meter^2,density iso 1183 (kg/m³),property,1.48,1.33,1.63,grams/cm cubed,banded (value +/- band)
2894,customer looking for a glass and ptfe filled celanyl with a total filler content of 45% requested density of 1.48 grams/cm cubed and charpy impact strength > 50 kilojoules / meter^2,charpy impact strength,property,50.0,50.0,,kilojoules / meter^2,open lower (>= min)
2896,"minlon grade with sh a = 87, and non-halogenatedmaterial compliant",shore a hardness iso 48-4 / iso 868 15s,property,87.0,78.3,95.7,,banded (value +/- band)
2896,"minlon grade with sh a = 87, and non-halogenatedmaterial compliant",non-halogenated material,ul_property,compliant,,,,exact value only
2905,glow wire temperature 668 at 1.6mm specification for celstranlftpa66-gf50-02af3001natural,glow wire ignition temperature,ul_sub_property,668.0,601.2,734.8,,banded (value +/- band)
2905,glow wire temperature 668 at 1.6mm specification for celstranlftpa66-gf50-02af3001natural,minimum thickness (mm),ul_property,1.6,,,mm,exact value only
2916,clarifoil maximum relative permittivity at 60hz 519,relative permittivity iec 62631-2-1 60hz,property,519.0,,519.0,,open upper (<= max)
2918,pa6t/6i density of 2258 kg/m³ within 30% margin ptt,density iso 1183 (kg/m³),property,2258.0,1580.6,2935.4,kg/m³,banded (value +/- band)
2919,materials with tensile modulus of 3000 mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
2920,"i have customer looking for a material to be used in application for an electric vehicle connector. the necessary properties are electric strength of 45 kilovolts per millimeter, comparative tracking index rating plc 0, flame retardant and approved aga",electric strength iec 60243-1 (kv/mm),property,45.0,40.5,49.5,kilovolts per millimeter,banded (value +/- band)
2920,"i have customer looking for a material to be used in application for an electric vehicle connector. the necessary properties are electric strength of 45 kilovolts per millimeter, comparative tracking index rating plc 0, flame retardant and approved aga",comparative tracking index (cti),ul_property,plc 0,,,,exact value only
2942,impact-nb,impact strength,property,nb,,,,exact value only
2952,materials that have glow-wire flammability index 680 at 0.1mm,glow wire flammability index,ul_sub_property,680.0,612.0,748.0,,banded (value +/- band)
2952,materials that have glow-wire flammability index 680 at 0.1mm,minimum thickness (mm),ul_property,0.1,,,mm,exact value only
2955,comparative tracking index of plc 5,comparative tracking index (cti),ul_property,plc 5,,,,exact value only
2969,searching for nylon material with melting temperature of at least 300 c,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,c,open lower (>= min)
2971,nb izod impact,izod impact strength,property,nb,,,,exact value only
2977,provide me a polyester grade with a comparative tracking index rating of at least plc 1 and 30% glass fiber,comparative tracking index (cti),ul_property,plc 1,,,,exact value only
2987,nb izod - n charpy,izod,property,nb,,,,exact value only
2987,nb izod - n charpy,charpy notched impact strength,property,,,,,categorical / no number
2998,fp average dielectric loss and tensile strain at break,relative permittivity,property,average,,,,exact value only
2998,fp average dielectric loss and tensile strain at break,tensile strain at break,property,average,,,,exact value only
2999,"get pa6/6 material with the condition, medium tensile stress at 100% elongation",tensile stress at 100% elongation iso 37 perpendicular (mpa),property,medium,,,,exact value only
3002,high vol arc tracking rate plc 0 specification for kepital nx-20 lof,high voltage arc tracking rate (hvtr),ul_property,plc 0,,,,exact value only
3007,polymer tensile modulus of 3000mpa,tensile modulus,property,3000.0,2700.0,3300.0,mpa,banded (value +/- band)
3010,materials that have cross plane thermal diffusivity of 3.18e-07 m²/s,effective thermal diffusivity iso 22007-4 through plane (m²/s),property,3.18e-07,2.86e-07,3.50e-07,m²/s,banded (value +/- band)
3011,do we have a hostaform with a density < 1300 kg / m³,density iso 1183 (kg/m³),property,1300.0,,1300.0,kg / m³,open upper (<= max)
3021,selar rti str - 205°c,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,205.0,184.5,225.5,°c,banded (value +/- band)
3021,selar rti str - 205°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3029,grade for anti-slip mat for door storage box with 2011/65/eu 863-compliant,rohs 2011/65/eu material,ul_property,+863 compliant,,,,exact value only
3030,thermoplastic vulcanizate with tensile creep modulus at 1h (9206mpa) tensile stress at yield 50mm/min = 204 in the range of 174-274,tensile creep modulus iso 899-1 1h (mpa),property,9206.0,8285.4,10126.6,mpa,banded (value +/- band)
3030,thermoplastic vulcanizate with tensile creep modulus at 1h (9206mpa) tensile stress at yield 50mm/min = 204 in the range of 174-274,tensile stress at yield iso 527-1/-2 50mm/min (mpa),property,204.0,174.0,274.0,,banded (value +/- band)
3033,compressive modulus >= 5103pascal polyamide 6 to buy in punjab,compressive modulus iso 604 (mpa),property,5103.0,5103.0,,pascal,open lower (>= min)
3035,pa6 gf flame retardant 5va,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3035,pa6 gf flame retardant 5va,flame rating,ul_sub_property,5va,,,,exact value only
3036,flexible lcp,flexural modulus,property,high,,,,exact value only
3049,higharcignition plc3 specification for lp 83fm00a82/cs neutro,high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
3049,higharcignition plc3 specification for lp 83fm00a82/cs neutro,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3064,pa66 / 6 v-2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
3064,pa66 / 6 v-2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3069,grades having low df and lcp,dissipation factor,property,low,,,,exact value only
3074,compressive modulus =2651 in the range of 20%,compressive modulus iso 604 (mpa),property,2651.0,2120.8,3181.2,,banded (value +/- band)
3083,"fda , use temperature of 350 f",continuous service temperature iec 60216-1 (°c),property,350.0,315.0,385.0,f,banded (value +/- band)
3089,pps & unnotched charpy >= 50kj/m^2 or nb,charpy impact strength,property,50.0,50.0,,kj/m^2,open lower (>= min)
3092,"looking for a pa 6t,6i un filled with tapeflexuralstrength=791",flexural strength astm d 790 tape 0° (mpa),property,791.0,711.9,870.1,,banded (value +/- band)
3102,"hardness, rockwell m-scale (92) in the range of 69 to 104","hardness, rockwell iso 2039-2 m-scale",property,92.0,69.0,104.0,,banded (value +/- band)
3109,"charpydoublenotchedimpactstrengthiso21304-223°c(kj/m²)=low, minimum vicat softing temp 70, lasermark, long steel fiber",vicat softening temperature,property,70.0,70.0,,,open lower (>= min)
3109,"charpydoublenotchedimpactstrengthiso21304-223°c(kj/m²)=low, minimum vicat softing temp 70, lasermark, long steel fiber",charpy double notched impact strength iso 21304-2 23°c (kj/m²),property,low,,,,exact value only
3118,grade for temperature sensor for electric vehicle (ev) battery with rti imp 179 at 1.3mm,relative thermal index - mechanical impact (rti imp) (°c),ul_sub_property,179.0,161.1,196.9,,banded (value +/- band)
3118,grade for temperature sensor for electric vehicle (ev) battery with rti imp 179 at 1.3mm,minimum thickness (mm),ul_property,1.3,,,mm,exact value only
3120,do you have a pom that meets gmw16924p-pom-c2 with notched charpy of 7?,charpy notched impact strength,property,7.0,6.3,7.7,,banded (value +/- band)
3122,"lftr grade with relative permittivity (20.77), and high voltage arc resistant ignition plc7",relative permittivity,property,20.77,18.69,22.85,,banded (value +/- band)
3122,"lftr grade with relative permittivity (20.77), and high voltage arc resistant ignition plc7",arc resistance,ul_property,plc 7,,,,exact value only
3130,pa66 with gwfi of at least 850°c,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3130,pa66 with gwfi of at least 850°c,glow wire ignition temperature,ul_sub_property,850.0,850.0,,°c,open lower (>= min)
3141,high current arc plc 3 and relative thermal index @ 0.7 52,high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
3141,high current arc plc 3 and relative thermal index @ 0.7 52,relative thermal index,ul_sub_property,52.0,46.8,57.2,,banded (value +/- band)
3141,high current arc plc 3 and relative thermal index @ 0.7 52,minimum thickness (mm),ul_property,0.7,,,mm,exact value only
3147,"gwi temperature 728, 3.5mm thickness",glow wire ignition temperature,ul_sub_property,728.0,655.2,800.8,,banded (value +/- band)
3147,"gwi temperature 728, 3.5mm thickness",minimum thickness (mm),ul_property,3.5,,,mm,exact value only
3148,ul listed 5va,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3148,ul listed 5va,flame rating,ul_sub_property,5va,,,,exact value only
3161,need a grade with a gwi temperature at 0.9mm 799°c,glow wire ignition temperature,ul_sub_property,799.0,719.1,878.9,°c,banded (value +/- band)
3161,need a grade with a gwi temperature at 0.9mm 799°c,minimum thickness (mm),ul_property,0.9,,,mm,exact value only
3169,rti str max 161 long glass fiber with total content 56%,relative thermal index - mechanical strength (rti str) (°c),ul_sub_property,161.0,,161.0,,open upper (<= max)
3169,rti str max 161 long glass fiber with total content 56%,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
3172,hcai at 0.3mm of plc3,high-current arc ignition (hai),ul_sub_property,plc 3,,,,exact value only
3172,hcai at 0.3mm of plc3,minimum thickness (mm),ul_property,0.3,,,mm,exact value only
3173,"pa66 material with 25% glass fiber filler, electric strength (ac) of 45. needs auto approval for renault ub22c.",electric strength iec 60243-1 (kv/mm),property,45.0,40.5,49.5,,banded (value +/- band)
3177,looking for a material with tensile modulus 3000+/-10%,tensile modulus,property,3000.0,2700.0,3300.0,,banded (value +/- band)
3204,asking for availability of pa12 with flame rating ul 94 at 0.75 mm for ldpe,flame rating,ul_sub_property,,,,,categorical / no number
3204,asking for availability of pa12 with flame rating ul 94 at 0.75 mm for ldpe,minimum thickness (mm),ul_property,0.75,,,mm,exact value only
3208,loss tangent at 100hz less than or equal to 127 e-4 bio,dissipation factor iec 62631-2-1 100hz (e-4),property,127.0,,127.0,e-4,open upper (<= max)
