idx,query,n_chars,n_words,n_entities_populated,entities_populated,GRADE,APPLICATION,BRAND,POLYMER,PROPERTY,FILLER,FEATURE,PROCESSING,DELIVERY_FORM,COMPETITOR_GRADE,AUTO_CERT,RAILWAY_CERT,WATER_CERT,NSF_CERT,INDUSTRY,REGION,prop_count,filler_names,filler_total_load,prop1_name,prop1_type,prop1_value,prop1_min,prop1_max,prop1_unit
842,pe-uhmw for filtration,22,3,2,"APPLICATION,POLYMER",,filtration,,pe-uhmw,,,,,,,,,,,,,0,,,,,,,,
843,wellamid gf43-66/6 xe-nbk1 offset,33,4,1,COMPETITOR_GRADE,,,,,,,,,,wellamid gf43-66/6 xe-nbk1,,,,,,,0,,,,,,,,
844,pc pbt blend,12,3,1,POLYMER,,,,pc | pbt,,,,,,,,,,,,,0,,,,,,,,
845,tecacomp pa46 cf15 tf10 black 9076,34,6,1,COMPETITOR_GRADE,,,,,,,,,,tecacomp pa46 cf15 tf10 black 9076,,,,,,,0,,,,,,,,
846,nc impact of nb,15,4,1,PROPERTY,,,,,"[{""property_name"": ""charpy notched impact strength"", ""modifier"": {""value"": ""nb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,charpy notched impact strength,property,nb,,,
847,pa66 hydrolysis resistant,25,3,2,"POLYMER,FEATURE",,,,pa66,,,hydrolysis resistant,,,,,,,,,,0,,,,,,,,
848,105f,4,1,1,GRADE,105f,,,,,,,,,,,,,,,,0,,,,,,,,
849,looking for a wear resistant material with a modulus of compression close to 9000 and clte of 9.0e-6 for a beer machine component.,130,23,4,"APPLICATION,PROPERTY,FEATURE,INDUSTRY",,beer machine component,,,"[{""property_name"": ""compressive modulus iso 604 (mpa)"", ""modifier"": {""value"": ""9000.0"", ""min"": ""8100.0"", ""max"": ""9900.0"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""coefficient of linear thermal expansion (clte)"", ""modifier"": {""value"": ""9.0"", ""min"": ""8.1"", ""max"": ""9.9"", ""unit"": ""e-6""}, ""property_type"": ""property""}]",,low wear / low friction,,,,,,,,consumer goods,,2,,,compressive modulus iso 604 (mpa),property,9000.0,8100.0,9900.0,
850,offset for vydyne r515j nt0689,30,5,1,COMPETITOR_GRADE,,,,,,,,,,vydyne r515j nt0689,,,,,,,0,,,,,,,,
851,"r22 - hl1 (en 45545-2), low emission",36,7,2,"FEATURE,RAILWAY_CERT",,,,,,,low emissions,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl1""], ""req_set"": [""r22""]}]",,,,,0,,,,,,,,
852,lnp thermocomp compound if004 - asia,36,6,2,"COMPETITOR_GRADE,REGION",,,,,,,,,,lnp thermocomp compound if004 - asia,,,,,,asia pacific,0,,,,,,,,
853,ip tracking of 1.73 rohs of +863-compliant,42,7,1,PROPERTY,,,,,"[{""property_name"": ""inclined-plane tracking"", ""modifier"": {""value"": ""1.73"", ""min"": ""1.56"", ""max"": ""1.9"", ""unit"": """"}, ""property_type"": ""ul_property""}, {""property_name"": ""rohs 2011/65/eu material"", ""modifier"": {""value"": ""+863 compliant"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,inclined-plane tracking,ul_property,1.73,1.56,1.9,
854,nominal strain at break = lowest 72 total load,46,9,2,"PROPERTY,FILLER",,,,,"[{""property_name"": ""nominal strain at break iso 527-1/-2 (%)"", ""modifier"": {""value"": ""lowest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]","[{""total_load"": {""value"": ""72"", ""min"": ""67"", ""max"": ""77""}}]",,,,,,,,,,,1,,72,nominal strain at break iso 527-1/-2 (%),property,lowest,,,
855,"wear, pa 6t/6i",14,3,3,"APPLICATION,POLYMER,INDUSTRY",,wear,,pa6t/6i,,,,,,,,,,,consumer goods,,0,,,,,,,,
856,alternate to akulon k222 - d,28,6,1,COMPETITOR_GRADE,,,,,,,,,,akulon k222 - d,,,,,,,0,,,,,,,,
857,alternative for vestamidlx9041bk9.7504,38,3,1,COMPETITOR_GRADE,,,,,,,,,,vestamidlx9041bk9.7504,,,,,,,0,,,,,,,,
858,looking for polifor 5220/v2-ep,30,4,1,GRADE,polifor 5220/v2-ep,,,,,,,,,,,,,,,,0,,,,,,,,
859,antistatic polyamide 6 long fibreglass,38,5,3,"POLYMER,FILLER,FEATURE",,,,pa6,,"[{""filler_name"": [""long glass fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",anti-static,,,,,,,,,,0,long glass fiber,,,,,,,
860,offset for plustek pb145,24,4,1,COMPETITOR_GRADE,,,,,,,,,,plustek pb145,,,,,,,0,,,,,,,,
861,fr70g25v0nh,11,1,1,GRADE,fr70g25v0nh,,,,,,,,,,,,,,,,0,,,,,,,,
862,stp 101-64 pps uv resistent micro powder,40,7,4,"GRADE,POLYMER,FEATURE,DELIVERY_FORM",stp 101-64,,,pps,,,u.v. stabilized or stable to weather,,micropowder,,,,,,,,0,,,,,,,,
863,"pibiter, fp",11,2,1,BRAND,,,pibiter | forprene,,,,,,,,,,,,,,0,,,,,,,,
864,valox vx4015,12,2,1,COMPETITOR_GRADE,,,,,,,,,,valox vx4015,,,,,,,0,,,,,,,,
865,akulon k224-lg3,15,2,1,COMPETITOR_GRADE,,,,,,,,,,akulon k224-lg3,,,,,,,0,,,,,,,,
866,alternative to ultramid a3 wg6,30,5,1,COMPETITOR_GRADE,,,,,,,,,,ultramid a3 wg6,,,,,,,0,,,,,,,,
867,cra sk9220 nc010 grades available to uruguay and avoid static build,67,11,3,"GRADE,FEATURE,REGION",cra sk9220 nc010,,,,,,anti-static,,,,,,,,,americas,0,,,,,,,,
868,flameclassification 5 vb at 5mm specification for cx3300,56,8,2,"GRADE,PROPERTY",cx3300,,,,"[{""property_name"": ""flammability classification"", ""modifier"": {""value"": ""5vb"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""5.0"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,flammability classification,ul_sub_property,5vb,,,
869,offset to trogamid mycx,23,4,1,COMPETITOR_GRADE,,,,,,,,,,trogamid mycx,,,,,,,0,,,,,,,,
870,badamid a70 l s1,16,4,1,COMPETITOR_GRADE,,,,,,,,,,badamid a70 l s1,,,,,,,0,,,,,,,,
871,glass fiber max filler 90%,26,5,1,FILLER,,,,,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""90"", ""min"": null, ""max"": ""90""}}]",,,,,,,,,,,0,glass fiber,90,,,,,,
872,pultrusion with good antistatic anti heat,41,6,2,"BRAND,FEATURE",,,celstran,,,,anti-static | heat stabilized or stable to heat,,,,,,,,,,0,,,,,,,,
873,alternative for plustek pa350m4,31,4,1,COMPETITOR_GRADE,,,,,,,,,,plustek pa350m4,,,,,,,0,,,,,,,,
874,alternative for 4mid 9a23500 x,30,5,1,COMPETITOR_GRADE,,,,,,,,,,4mid 9a23500 x,,,,,,,0,,,,,,,,
875,"nsf spec, water approval",24,4,2,"WATER_CERT,NSF_CERT",,,,,,,,,,,,,"[{""standard"": ""all"", ""temp"": [""all""]}]",all,,,0,,,,,,,,
876,maximum tensile modulus of 25000 mpa,36,6,1,PROPERTY,,,,,"[{""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""25000.0"", ""min"": null, ""max"": ""25000.0"", ""unit"": ""mpa""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,tensile modulus,property,25000.0,,25000.0,mpa
877,"shower cartridge valve, nylon 6t,66, profile extrusion",54,7,4,"APPLICATION,POLYMER,PROCESSING,INDUSTRY",,shower cartridge valve,,pa6t/66,,,,profile extrusion,,,,,,,consumer goods,,0,,,,,,,,
878,xytron g3010e,13,2,1,COMPETITOR_GRADE,,,,,,,,,,xytron g3010e,,,,,,,0,,,,,,,,
879,fri mfi=108.54; soft=96,23,3,2,"BRAND,PROPERTY",,,frianyl,,"[{""property_name"": ""melt mass-flow rate iso 1133 (g/10min)"", ""modifier"": {""value"": ""108.54"", ""min"": ""97.69"", ""max"": ""119.39"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""shore a hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""96.0"", ""min"": ""86.4"", ""max"": ""105.6"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,melt mass-flow rate iso 1133 (g/10min),property,108.54,97.69,119.39,
880,stellantis-chrysler auto approval cpn 5251 ms.50103 certifcation,64,7,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn 5251 ms.50103""]}]",,,,,,0,,,,,,,,
881,ferrex gpp35cf72ul white,24,3,1,COMPETITOR_GRADE,,,,,,,,,,ferrex gpp35cf72ul white,,,,,,,0,,,,,,,,
882,high electrical properties low density,38,5,1,PROPERTY,,,,,"[{""property_name"": ""dissipation factor"", ""modifier"": {""value"": ""high"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""relative permittivity"", ""modifier"": {""value"": ""high"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""density iso 1183 (kg/m³)"", ""modifier"": {""value"": ""low"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,3,,,dissipation factor,property,high,,,
883,ld-pe cfr,9,2,2,"POLYMER,DELIVERY_FORM",,,,pe-ld,,,,,tape,,,,,,,,0,,,,,,,,
884,"laser transmission mw of 1191420 g/mol pa 6t,6i injmould",56,9,4,"POLYMER,PROPERTY,FEATURE,PROCESSING",,,,pa6t/6i,"[{""property_name"": ""average molecular weight margolies' equation (g/mol)"", ""modifier"": {""value"": ""1191420.0"", ""min"": ""1072278.0"", ""max"": ""1310562.0"", ""unit"": ""g/mol""}, ""property_type"": ""property""}]",,laser weldable,injection molding,,,,,,,,,1,,,average molecular weight margolies' equation (g/mol),property,1191420.0,1072278.0,1310562.0,g/mol
885,offset to lnp lubricomp compound kp002,38,6,1,COMPETITOR_GRADE,,,,,,,,,,lnp lubricomp compound kp002,,,,,,,0,,,,,,,,
886,cn m 90,7,3,1,GRADE,cn m 90,,,,,,,,,,,,,,,,0,,,,,,,,
887,cnl compel,10,2,1,BRAND,,,celanyl | compel,,,,,,,,,,,,,,0,,,,,,,,
888,cpn4038msdb448 or cpn 3042 ms-db-448,36,5,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn4038msdb448"", ""cpn 3042 ms-db-448""]}]",,,,,,0,,,,,,,,
889,genestarn1006d-h31,18,1,1,COMPETITOR_GRADE,,,,,,,,,,genestarn1006d-h31,,,,,,,0,,,,,,,,
890,vestamid dx9321 bk e70164,25,4,1,COMPETITOR_GRADE,,,,,,,,,,vestamid dx9321 bk e70164,,,,,,,0,,,,,,,,
891,pa rohs 2011/65/eu material=+863 compliant,42,5,2,"POLYMER,PROPERTY",,,,pa*,"[{""property_name"": ""rohs 2011/65/eu material"", ""modifier"": {""value"": ""+863 compliant"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,rohs 2011/65/eu material,ul_property,+863 compliant,,,
892,general motors (gm) batteries,29,4,2,"APPLICATION,AUTO_CERT",,batteries,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""all""]}]",,,,,,0,,,,,,,,
893,"eva intrvisc maximum 1422, low gloss",36,6,3,"POLYMER,PROPERTY,FEATURE",,,,evac,"[{""property_name"": ""intrinsic viscosity iso 307, 1628"", ""modifier"": {""value"": ""1422.0"", ""min"": null, ""max"": ""1422.0"", ""unit"": """"}, ""property_type"": ""property""}]",,reduced gloss,,,,,,,,,,1,,,"intrinsic viscosity iso 307, 1628",property,1422.0,,1422.0,
894,altech pa6 a 3030/109 gb30 offset,33,6,1,COMPETITOR_GRADE,,,,,,,,,,altech pa6 a 3030/109 gb30,,,,,,,0,,,,,,,,
895,alternative for pelprene s2001,30,4,1,COMPETITOR_GRADE,,,,,,,,,,pelprene s2001,,,,,,,0,,,,,,,,
896,kebatron pps l3040g1 offset,27,4,1,COMPETITOR_GRADE,,,,,,,,,,kebatron pps l3040g1,,,,,,,0,,,,,,,,
897,alternative to vydyne r535h nt,30,5,1,COMPETITOR_GRADE,,,,,,,,,,vydyne r535h nt,,,,,,,0,,,,,,,,
898,alternative to starflambfr460a,30,3,1,COMPETITOR_GRADE,,,,,,,,,,starflambfr460a,,,,,,,0,,,,,,,,
899,looking for a eva aramide fibre in the range of 38 - 94 with η: 2450.62,71,16,3,"POLYMER,PROPERTY,FILLER",,,,evac,"[{""property_name"": ""intrinsic viscosity iso 307, 1628"", ""modifier"": {""value"": ""2450.62"", ""min"": ""2205.56"", ""max"": ""2695.68"", ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""aramid fiber""]}, {""total_load"": {""value"": ""38"", ""min"": ""38"", ""max"": ""94""}}]",,,,,,,,,,,1,aramid fiber,38,"intrinsic viscosity iso 307, 1628",property,2450.62,2205.56,2695.68,
900,vectra e473i,12,2,1,GRADE,vectra e473i,,,,,,,,,,,,,,,,0,,,,,,,,
901,vylopet emc310tu,16,2,1,COMPETITOR_GRADE,,,,,,,,,,vylopet emc310tu,,,,,,,0,,,,,,,,
902,kopelen jm-350,14,2,1,COMPETITOR_GRADE,,,,,,,,,,kopelen jm-350,,,,,,,0,,,,,,,,
903,i want a pa grade with a melt temp >300 degc,44,11,2,"POLYMER,PROPERTY",,,,pa*,"[{""property_name"": ""melting temperature iso 11357-1/-3 10°c/min (°c)"", ""modifier"": {""value"": ""300.0"", ""min"": ""300.0"", ""max"": null, ""unit"": ""degc""}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melting temperature iso 11357-1/-3 10°c/min (°c),property,300.0,300.0,,degc
904,no fill flame resistant pa6-10,30,5,3,"POLYMER,FILLER,FEATURE",,,,pa610,,"[{""filler_name"": [""unfilled""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",flame retardant,,,,,,,,,,0,unfilled,,,,,,,
905,"poultry slaughter equipment-gear, styrene-maleic anhydride, injection blow moulding",83,8,4,"APPLICATION,POLYMER,PROCESSING,INDUSTRY",,poultry slaughter equipment-gear,,smah,,,,injection blow molding,,,,,,,industrial,,0,,,,,,,,
906,stellantis-chrysler - cpn 2512 ms.50103,39,5,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn 2512 ms.50103""]}]",,,,,,0,,,,,,,,
907,r22 - hl2 profile extrusion,27,5,2,"PROCESSING,RAILWAY_CERT",,,,,,,,profile extrusion,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl2""], ""req_set"": [""r22""]}]",,,,,0,,,,,,,,
908,qcp expp 158a,13,3,1,COMPETITOR_GRADE,,,,,,,,,,qcp expp 158a,,,,,,,0,,,,,,,,
909,et-20r3 bk,10,2,1,GRADE,et-20r3 bk,,,,,,,,,,,,,,,,0,,,,,,,,
910,polyamide with good hydrolysis resistance,41,5,2,"POLYMER,FEATURE",,,,pa*,,,hydrolysis resistant,,,,,,,,,,0,,,,,,,,
911,"polytrimethylene terephthalate, pa 10-10",40,4,1,POLYMER,,,,ptt | pa1010,,,,,,,,,,,,,0,,,,,,,,
912,"full load 85% nylon 66,6",24,5,2,"POLYMER,FILLER",,,,pa666,,"[{""total_load"": {""value"": ""85"", ""min"": ""80"", ""max"": ""90""}}]",,,,,,,,,,,0,,85,,,,,,
913,santoprene rc8001,17,2,1,GRADE,santoprene rc8001,,,,,,,,,,,,,,,,0,,,,,,,,
914,looking for a sebs with an rti elec at a thickness of 0.38 mm for a cover for engine,84,19,4,"APPLICATION,POLYMER,PROPERTY,INDUSTRY",,cover for engine,,sebs,"[{""property_name"": ""relative thermal index - electrical (rti elec) (°c)"", ""modifier"": {""value"": null, ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_sub_property""}, {""property_name"": ""minimum thickness (mm)"", ""modifier"": {""value"": ""0.38"", ""min"": null, ""max"": null, ""unit"": ""mm""}, ""property_type"": ""ul_property""}]",,,,,,,,,,automotive & transportation,,2,,,relative thermal index - electrical (rti elec) (°c),ul_sub_property,,,,
915,alternative for technopet gf 45 2 1,35,7,1,COMPETITOR_GRADE,,,,,,,,,,technopet gf 45 2 1,,,,,,,0,,,,,,,,
916,nylem 6 gxr 30,14,4,1,COMPETITOR_GRADE,,,,,,,,,,nylem 6 gxr 30,,,,,,,0,,,,,,,,
917,avoid static build up 175dtul nylon 6-12 gel-electrospinning,60,8,4,"POLYMER,PROPERTY,FEATURE,PROCESSING",,,,pa612,"[{""property_name"": ""temperature of deflection under load"", ""modifier"": {""value"": ""175.0"", ""min"": ""157.5"", ""max"": ""192.5"", ""unit"": """"}, ""property_type"": ""property""}]",,anti-static,fiber spinning / gel spinning,,,,,,,,,1,,,temperature of deflection under load,property,175.0,157.5,192.5,
918,looking for tx cg033 nc010,26,5,1,GRADE,tx cg033 nc010,,,,,,,,,,,,,,,,0,,,,,,,,
919,"nsf 61, pcr",11,3,2,"FEATURE,NSF_CERT",,,,,,,recycled content,,,,,,,nsf 61,,,0,,,,,,,,
920,η of 3162.12 or 54 sh a,23,7,1,PROPERTY,,,,,"[{""property_name"": ""intrinsic viscosity iso 307, 1628"", ""modifier"": {""value"": ""3162.12"", ""min"": ""2845.91"", ""max"": ""3478.33"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""shore a hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""54.0"", ""min"": ""48.6"", ""max"": ""59.4"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,"intrinsic viscosity iso 307, 1628",property,3162.12,2845.91,3478.33,
921,non sustainable and hyundai,27,4,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""hyundai"", ""certs"": [""all""]}]",,,,,,0,,,,,,,,
922,moplen hf400g,13,2,1,COMPETITOR_GRADE,,,,,,,,,,moplen hf400g,,,,,,,0,,,,,,,,
923,r26 v0 certification cpn4696ms50091 approval,44,5,2,"AUTO_CERT,RAILWAY_CERT",,,,,,,,,,,"[{""oem"": ""stellantis-chrysler"", ""certs"": [""cpn4696ms50091""]}]","[{""standard"": ""en 45545-2"", ""hazard_level"": [""v0""], ""req_set"": [""r26""]}]",,,,,0,,,,,,,,
924,i want a graphite fiber filled vectra grade that has a clte (parallel) of 9e-6 cm/cm/degc for a part in a beer machine,118,23,5,"APPLICATION,BRAND,PROPERTY,FILLER,INDUSTRY",,part in a beer machine,vectra,,"[{""property_name"": ""coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k)"", ""modifier"": {""value"": ""9.0"", ""min"": ""8.1"", ""max"": ""9.9"", ""unit"": ""e-6 cm/cm/degc""}, ""property_type"": ""property""}]","[{""filler_name"": [""graphite fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,consumer goods,,1,graphite fiber,,coefficient of linear thermal expansion (clte) iso 11359-1/-2 parallel (e-6/k),property,9.0,8.1,9.9,e-6 cm/cm/degc
925,schulablend (pa/pp) m/mo 7101 gf25,34,5,1,COMPETITOR_GRADE,,,,,,,,,,schulablend (pa/pp) m/mo 7101 gf25,,,,,,,0,,,,,,,,
926,mercedes-benz dbl5404.00 pa6 gf15 certification,47,5,1,AUTO_CERT,,,,,,,,,,,"[{""oem"": ""mercedes-benz"", ""certs"": [""dbl5404.00 pa6 gf15""]}]",,,,,,0,,,,,,,,
927,rtp 299 a x 92682 a,19,6,1,COMPETITOR_GRADE,,,,,,,,,,rtp 299 a x 92682 a,,,,,,,0,,,,,,,,
928,heat resistant powder for filtration,36,5,3,"APPLICATION,FEATURE,DELIVERY_FORM",,filtration,,,,,heat stabilized or stable to heat,,powder,,,,,,,,0,,,,,,,,
929,pentalloy bp (hv) h black offset,32,6,1,COMPETITOR_GRADE,,,,,,,,,,pentalloy bp (hv) h black,,,,,,,0,,,,,,,,
930,"tpc-et, appearance, micro powder",32,4,3,"POLYMER,FEATURE,DELIVERY_FORM",,,,tpc,,,specialty appearance,,micropowder,,,,,,,,0,,,,,,,,
931,pa66 with 30%glas,17,3,2,"POLYMER,FILLER",,,,pa66,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""30"", ""min"": ""25"", ""max"": ""35""}}]",,,,,,,,,,,0,glass fiber,30,,,,,,
932,offset to grivory ht xe 11601 black 9205,40,8,1,COMPETITOR_GRADE,,,,,,,,,,grivory ht xe 11601 black 9205,,,,,,,0,,,,,,,,
933,alternative for tislamid b 30d03 f01 y01 hs k02 r01,51,10,1,COMPETITOR_GRADE,,,,,,,,,,tislamid b 30d03 f01 y01 hs k02 r01,,,,,,,0,,,,,,,,
934,"elecdiss, lcp, with oxygenindex=8.85e+07",40,4,3,"POLYMER,PROPERTY,FEATURE",,,,lcp,"[{""property_name"": ""oxygen index iso 4589-1/-2 (%)"", ""modifier"": {""value"": ""8.85e+07"", ""min"": ""7.97e+07"", ""max"": ""9.74e+07"", ""unit"": """"}, ""property_type"": ""property""}]",,static dissipative,,,,,,,,,,1,,,oxygen index iso 4589-1/-2 (%),property,8.85e+07,7.97e+07,9.74e+07,
935,cfr and nsf 61 at 60°c,22,6,2,"DELIVERY_FORM,WATER_CERT",,,,,,,,,tape,,,,"[{""standard"": ""nsf 61"", ""temp"": [""60""]}]",,,,0,,,,,,,,
936,arc resistant = plc 4 specification for zenite 350 lds,54,10,2,"GRADE,PROPERTY",zenite 350 lds,,,,"[{""property_name"": ""arc resistance"", ""modifier"": {""value"": ""plc 4"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,1,,,arc resistance,ul_property,plc 4,,,
937,nsf 51 light stabilised or stable to light,42,8,2,"FEATURE,NSF_CERT",,,,,,,light stabilized or stable to light,,,,,,,nsf 51,,,0,,,,,,,,
938,amilan hf3064g15,16,2,1,COMPETITOR_GRADE,,,,,,,,,,amilan hf3064g15,,,,,,,0,,,,,,,,
939,bonnet for bmw,14,3,3,"APPLICATION,AUTO_CERT,INDUSTRY",,bonnet,,,,,,,,,"[{""oem"": ""bmw"", ""certs"": [""all""]}]",,,,automotive & transportation,,0,,,,,,,,
940,"impet 340w, poweder coating",27,4,2,"GRADE,PROCESSING",impet 340w,,,,,,,porous sintering,,,,,,,,,0,,,,,,,,
941,unnotched izod of approximately 276 kj/m² and high lead-free solderability highest mechanical performance or bulk density iso 60 (kg/m³) with fiberglass min 58,159,23,3,"PROPERTY,FILLER,FEATURE",,,,,"[{""property_name"": ""izod impact strength"", ""modifier"": {""value"": ""276.0"", ""min"": ""248.4"", ""max"": ""303.6"", ""unit"": ""kj/m²""}, ""property_type"": ""property""}, {""property_name"": ""tensile modulus"", ""modifier"": {""value"": ""highest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""bulk density iso 60 (kg/m³)"", ""modifier"": {""value"": ""highest"", ""min"": null, ""max"": null, ""unit"": """"}, ""property_type"": ""property""}]","[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""58"", ""min"": ""58"", ""max"": null}}]",lead-free soldering resistant,,,,,,,,,,3,glass fiber,58,izod impact strength,property,276.0,248.4,303.6,kj/m²
942,hytrel shore d 55; mvr36,24,5,2,"BRAND,PROPERTY",,,hytrel,,"[{""property_name"": ""shore d hardness iso 48-4 / iso 868 15s"", ""modifier"": {""value"": ""55.0"", ""min"": ""49.5"", ""max"": ""60.5"", ""unit"": """"}, ""property_type"": ""property""}, {""property_name"": ""melt volume-flow rate iso 1133 (cm³/10min)"", ""modifier"": {""value"": ""36.0"", ""min"": ""32.4"", ""max"": ""39.6"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,2,,,shore d hardness iso 48-4 / iso 868 15s,property,55.0,49.5,60.5,
943,alternative to bergamid b70/80pm-z,34,4,1,COMPETITOR_GRADE,,,,,,,,,,bergamid b70/80pm-z,,,,,,,0,,,,,,,,
944,melt < 300,10,3,1,PROPERTY,,,,,"[{""property_name"": ""melt"", ""modifier"": {""value"": ""300.0"", ""min"": null, ""max"": ""300.0"", ""unit"": """"}, ""property_type"": ""property""}]",,,,,,,,,,,,1,,,melt,property,300.0,,300.0,
945,pa66/6 reduce carbon capture wire extrusion,43,6,3,"POLYMER,FEATURE,PROCESSING",,,,pa666,,,carbon capture,extrusion - wire and cable,,,,,,,,,0,,,,,,,,
946,athens,6,1,1,REGION,,,,,,,,,,,,,,,,europe middle east africa,0,,,,,,,,
947,gur 4111,8,2,1,GRADE,gur 4111,,,,,,,,,,,,,,,,0,,,,,,,,
948,blue ridge maximid and heat stabilized or stable to heat,56,10,2,"BRAND,FEATURE",,,blueridge | maximid,,,,heat stabilized or stable to heat,,,,,,,,,,0,,,,,,,,
949,r23 hl2 pibifor,15,3,2,"BRAND,RAILWAY_CERT",,,pibifor,,,,,,,,,"[{""standard"": ""en 45545-2"", ""hazard_level"": [""hl2""], ""req_set"": [""r23""]}]",,,,,0,,,,,,,,
950,akromid b25 gf 50 1 la black (8280),35,8,1,COMPETITOR_GRADE,,,,,,,,,,akromid b25 gf 50 1 la black (8280),,,,,,,0,,,,,,,,
951,santoprene 121-50e500,21,2,1,GRADE,santoprene 121-50e500,,,,,,,,,,,,,,,,0,,,,,,,,
952,comparative tracking index rating =1.07e+08v and ti str =761.0 grade,68,10,1,PROPERTY,,,,,"[{""property_name"": ""comparative tracking index (cti)"", ""modifier"": {""value"": ""1.07e+08"", ""min"": ""9.63e+07"", ""max"": ""1.18e+08"", ""unit"": ""v""}, ""property_type"": ""ul_property""}, {""property_name"": ""tensile impact strength"", ""modifier"": {""value"": ""761.0"", ""min"": ""684.9"", ""max"": ""837.1"", ""unit"": """"}, ""property_type"": ""ul_property""}]",,,,,,,,,,,,2,,,comparative tracking index (cti),ul_property,1.07e+08,9.63e+07,1.18e+08,v
953,offset to titalon 3315tf,24,4,1,COMPETITOR_GRADE,,,,,,,,,,titalon 3315tf,,,,,,,0,,,,,,,,
954,latistat 47/7-03,16,2,1,COMPETITOR_GRADE,,,,,,,,,,latistat 47/7-03,,,,,,,0,,,,,,,,
955,lnp thermocomp compound pfw53u,30,4,1,COMPETITOR_GRADE,,,,,,,,,,lnp thermocomp compound pfw53u,,,,,,,0,,,,,,,,
956,cf + aramid fiber,17,4,1,FILLER,,,,,,"[{""filler_name"": [""carbon fiber"", ""aramid fiber""]}, {""total_load"": {""value"": null, ""min"": null, ""max"": null}}]",,,,,,,,,,,0,carbon fiber | aramid fiber,,,,,,,
957,pom reinforced with 10% fiberglass,34,5,2,"POLYMER,FILLER",,,,pom,,"[{""filler_name"": [""glass fiber""]}, {""total_load"": {""value"": ""10"", ""min"": ""5"", ""max"": ""15""}}]",,,,,,,,,,,0,glass fiber,10,,,,,,
958,gmw17249 nsf 51,15,3,2,"AUTO_CERT,NSF_CERT",,,,,,,,,,,"[{""oem"": ""general motors (gm)"", ""certs"": [""gmw17249""]}]",,,nsf 51,,,0,,,,,,,,
