idx,query,property_name,property_type,value,min,max,unit,shape
5511,nb notch impact,notched impact strength,property,nb,,,,exact value only
5512,no break notched impact,notched impact strength,property,nb,,,,exact value only
5513,notch nb impact,notched impact strength,property,nb,,,,exact value only
5514,notched no break impact,notched impact strength,property,nb,,,,exact value only
5537,pa66 / 6 v2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
5537,pa66 / 6 v2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5538,pa66 / 6 v-2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
5538,pa66 / 6 v-2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5539,pa66 / 6 v1 tough,flame rating,ul_sub_property,v-1,,,,exact value only
5539,pa66 / 6 v1 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5540,pa66 /6 v1 tough,flame rating,ul_sub_property,v-1,,,,exact value only
5540,pa66 /6 v1 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5541,pa66/6 v-1 tough,flame rating,ul_sub_property,v-1,,,,exact value only
5541,pa66/6 v-1 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5542,pa6t/xt v2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
5542,pa6t/xt v2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5543,pa6t / xt v-2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
5543,pa6t / xt v-2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5544,pa6t/ xt v2 tough,flame rating,ul_sub_property,v-2,,,,exact value only
5544,pa6t/ xt v2 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5545,pa6t /xt v1 tough,flame rating,ul_sub_property,v-1,,,,exact value only
5545,pa6t /xt v1 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5546,pa6t / xt v-1 tough,flame rating,ul_sub_property,v-1,,,,exact value only
5546,pa6t / xt v-1 tough,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5649,no break impact unnotched,impact strength,property,nb,,,,exact value only
5655,flammabiblity,flammability,ul_sub_property,,,,,categorical / no number
5655,flammabiblity,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5657,no break impact unnotched,impact strength,property,nb,,,,exact value only
5663,flammabiblity,flammability,ul_sub_property,,,,,categorical / no number
5663,flammabiblity,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
5716,arc resistant = plc-4 specification for micromax 2012c,arc resistance,ul_property,plc 4,,,,exact value only
5719,"can you recommend a relative thermal index - electrical 178 Ã‚Â°c, 1.3mm thickness pa10-10 micromaxÃ¢â€žÂ¢ grade",relative thermal index - electrical (rti elec) (Â°c),ul_sub_property,178.0,160.2,195.8,Â°c,banded (value +/- band)
5719,"can you recommend a relative thermal index - electrical 178 Ã‚Â°c, 1.3mm thickness pa10-10 micromaxÃ¢â€žÂ¢ grade",minimum thickness (mm),ul_property,1.3,,,mm,exact value only
5720,glow wire temp lesser than or equal to 737Ã‚Â°c specification for micromax 1951,glow wire ignition temperature,ul_sub_property,,,737.0,Â°c,open upper (<= max)
5720,glow wire temp lesser than or equal to 737Ã‚Â°c specification for micromax 1951,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6666,continuous service temperature of 150c; fuel and oil resistant; tough,continuous service temperature iec 60216-1 (Â°c),property,150.0,135.0,165.0,c,banded (value +/- band)
6676,"30%gf pa66, high temperature resistance up to 200 degrees celsius, oil and hydrolysis resistant.",continuous service temperature iec 60216-1 (Â°c),property,,,200.0,,open upper (<= max)
6678,"good heat transfer cooficient, resistant to mtbe, acetone",thermal conductivity,property,good,,,,exact value only
6680,identify a material which has great high speed impact and the following characteristics. 40 bar pressure; no problems with regard to environmental exposure; 600 v cti; rti = 135 c; uv resistance ul1203 ; ul 94 v0 or 5va; ge,comparative tracking index (cti),ul_property,plc 0,,,v,exact value only
6680,identify a material which has great high speed impact and the following characteristics. 40 bar pressure; no problems with regard to environmental exposure; 600 v cti; rti = 135 c; uv resistance ul1203 ; ul 94 v0 or 5va; ge,relative thermal index,ul_sub_property,135.0,121.5,148.5,c,banded (value +/- band)
6680,identify a material which has great high speed impact and the following characteristics. 40 bar pressure; no problems with regard to environmental exposure; 600 v cti; rti = 135 c; uv resistance ul1203 ; ul 94 v0 or 5va; ge,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6680,identify a material which has great high speed impact and the following characteristics. 40 bar pressure; no problems with regard to environmental exposure; 600 v cti; rti = 135 c; uv resistance ul1203 ; ul 94 v0 or 5va; ge,flame rating,ul_sub_property,v-0,,,,exact value only
6680,identify a material which has great high speed impact and the following characteristics. 40 bar pressure; no problems with regard to environmental exposure; 600 v cti; rti = 135 c; uv resistance ul1203 ; ul 94 v0 or 5va; ge,flame rating,ul_sub_property,5va,,,,exact value only
6681,hydrolysis resistant pbt with yellow card,minimum thickness (mm),ul_property,,,,,categorical / no number
6681,hydrolysis resistant pbt with yellow card,flame rating,ul_sub_property,,,,,categorical / no number
6683,shore 50 hardness; good bonding with nylon; chemical resistance versus adhesives and water; low creep; high flow,shore,property,50.0,45.0,55.0,,banded (value +/- band)
6684,low dk and low df; uv resistant;weathering resistant (f1 on ul);high dimensional stability;moisture resistant; thickness 1.0mm,dimensional change,ul_property,high,,,,exact value only
6684,low dk and low df; uv resistant;weathering resistant (f1 on ul);high dimensional stability;moisture resistant; thickness 1.0mm,outdoor suitability,ul_property,f1,,,,exact value only
6692,equivalent of pa66 has to at minimum melt at 155c has to be resistant to chemicals,melting temperature iso 11357-1/-3 10Â°c/min (Â°c),property,,155.0,,,open lower (>= min)
6696,"biocompatible, sterilizable, heat resistant( up to 80degc) biocompetible, chemical resistant, conductive,",continuous service temperature iec 60216-1 (Â°c),property,,,80.0,,open upper (<= max)
6701,tangent delta lower than 0.004,dissipation factor,property,,,0.004,,open upper (<= max)
6703,f1 in ul746c,outdoor suitability,ul_property,f1,,,,exact value only
6709,pa with tensile modulus higher than 5gpa and elongation bigger than 4%,tensile modulus,property,,5.0,,gpa,open lower (>= min)
6709,pa with tensile modulus higher than 5gpa and elongation bigger than 4%,tensile strain,property,,4.0,,%,open lower (>= min)
6710,"anti uv shorea 73, tpv, extrusion",shore a hardness iso 48-4 / iso 868 15s,property,73.0,65.7,80.3,,banded (value +/- band)
6711,pa66 extrusion grade that is v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6711,pa66 extrusion grade that is v0,flame rating,ul_sub_property,v-0,,,,exact value only
6714,products with continuous use temperature above 200c,continuous service temperature iec 60216-1 (Â°c),property,,200.0,,c,open lower (>= min)
6717,stiff grade,tensile modulus,property,,,,,categorical / no number
6718,low stiff grade,tensile modulus,property,low,,,,exact value only
6724,hytrel shore d 55; mvr36,shore d hardness iso 48-4 / iso 868 15s,property,55.0,49.5,60.5,,banded (value +/- band)
6724,hytrel shore d 55; mvr36,melt volume-flow rate iso 1133 (cmÂ³/10min),property,36.0,32.4,39.6,,banded (value +/- band)
6725,find a material  that is heat resistant up to 150 degrees,continuous service temperature iec 60216-1 (Â°c),property,,,150.0,,open upper (<= max)
6731,cti=0,comparative tracking index (cti),ul_property,plc 0,,,,exact value only
6734,find a material that can withstand 150 degrees,continuous service temperature iec 60216-1 (Â°c),property,,150.0,,,open lower (>= min)
6736,high cti pom,comparative tracking index (cti),ul_property,high,,,,exact value only
6739,looking for a ppa gf30 with rti 150,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6739,looking for a ppa gf30 with rti 150,relative thermal index,ul_sub_property,150.0,135.0,165.0,,banded (value +/- band)
6740,can you recommend a ul listed polypropylene lft grade,minimum thickness (mm),ul_property,,,,,categorical / no number
6740,can you recommend a ul listed polypropylene lft grade,flame rating,ul_sub_property,,,,,categorical / no number
6746,santoprene f1 v-0,outdoor suitability,ul_property,f1,,,,exact value only
6746,santoprene f1 v-0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6746,santoprene f1 v-0,flame rating,ul_sub_property,v-0,,,,exact value only
6747,fortron with fc,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6747,fortron with fc,flammability classification,ul_sub_property,,,,,categorical / no number
6751,epdm shore a 80,shore a hardness iso 48-4 / iso 868 15s,property,80.0,72.0,88.0,,banded (value +/- band)
6754,tpv with low thermal conductiviy,thermal conductivity,property,low,,,,exact value only
6755,shore d 65,shore d hardness iso 48-4 / iso 868 15s,property,65.0,58.5,71.5,,banded (value +/- band)
6756,"get nylon material with the condition, stress at break more than 190mpa",stress at break,property,,190.0,,mpa,open lower (>= min)
6758,pps with tensile strength of 10000,tensile stress,property,10000.0,9000.0,11000.0,,banded (value +/- band)
6763,0.4 density,density iso 1183 (kg/mÂ³),property,0.4,0.36,0.44,,banded (value +/- band)
6766,please suggest a v0 rated polymer with nsf water approval,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6766,please suggest a v0 rated polymer with nsf water approval,flame rating,ul_sub_property,v-0,,,,exact value only
6770,looking for a 55d hytrel that is loaded with carbon black at levels >10% up to 25%.,shore d hardness iso 48-4 / iso 868 15s,property,55.0,49.5,60.5,,banded (value +/- band)
6774,"pa612
ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ 20% filler: stainless steel (powder or threads, therefore magnetic)
ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ mfi ~25g/10min (250ÃƒÂ¢Ã‚Â°c, 2.16kg)
ÃƒÂ¢Ã¢â€šÂ¬Ã‚Â¢ food contact approved",melt mass-flow rate iso 1133 (g/10min),property,25.0,22.5,27.5,g/10min,banded (value +/- band)
6776,santoprene grade for extrusion 75 shore a,shore a hardness iso 48-4 / iso 868 15s,property,75.0,67.5,82.5,,banded (value +/- band)
6781,hostaform with mfr 13,melt mass-flow rate iso 1133 (g/10min),property,13.0,11.7,14.3,,banded (value +/- band)
6784,shrinkage satoprne tpv 8281-90 med,molding shrinkage,property,,,,,categorical / no number
6793,pps grade with highest tensile modulus,tensile modulus,property,highest,,,,exact value only
6794,pa with tensile modulus higher than 5gpa and strain at break bigger than 3%,tensile modulus,property,,5.0,,gpa,open lower (>= min)
6794,pa with tensile modulus higher than 5gpa and strain at break bigger than 3%,strain at break,property,,3.0,,%,open lower (>= min)
6801,"softest grade santoprene, > shore a45",shore a hardness iso 48-4 / iso 868 15s,property,,45.0,,,open lower (>= min)
6802,6 density,density iso 1183 (kg/mÂ³),property,6.0,5.4,6.6,,banded (value +/- band)
6807,find a material  that is heat resistant up to 150 degress,continuous service temperature iec 60216-1 (Â°c),property,,,150.0,,open upper (<= max)
6811,celstran v0,minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6811,celstran v0,flame rating,ul_sub_property,v-0,,,,exact value only
6815,ul yellow card for 101-87,minimum thickness (mm),ul_property,,,,,categorical / no number
6815,ul yellow card for 101-87,flame rating,ul_sub_property,,,,,categorical / no number
6821,temperature -100degc,continuous service temperature iec 60216-1 (Â°c),property,-100.0,-110.0,-90.0,degc,banded (value +/- band)
6827,tensile modulus of 8000,tensile modulus,property,8000.0,7200.0,8800.0,,banded (value +/- band)
6829,30 ml/10 min mfi abs,melt mass-flow rate iso 1133 (g/10min),property,30.0,27.0,33.0,ml/10 min,banded (value +/- band)
6830,ford water resistant temperature 300,continuous service temperature iec 60216-1 (Â°c),property,300.0,270.0,330.0,,banded (value +/- band)
6832,"uv resistant, pom, with tensile modulus > 10000 mpa",tensile modulus,property,,10000.0,,mpa,open lower (>= min)
6834,yellow card frianyl a3 v2 bk 9005/u,minimum thickness (mm),ul_property,,,,,categorical / no number
6834,yellow card frianyl a3 v2 bk 9005/u,flame rating,ul_sub_property,,,,,categorical / no number
6835,"i""d like to check all grades contain gf less than 30%, v0 haogen free, cti 0class,",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6835,"i""d like to check all grades contain gf less than 30%, v0 haogen free, cti 0class,",flame rating,ul_sub_property,v-0,,,,exact value only
6835,"i""d like to check all grades contain gf less than 30%, v0 haogen free, cti 0class,",comparative tracking index (cti),ul_property,plc 0,,,,exact value only
6837,iec 60243,electric strength iec 60243-1 (kv/mm),property,,,,,categorical / no number
6838,low df,dissipation factor,property,low,,,,exact value only
6839,nylon with high humidity absorption,humidity absorption sim. to iso 62 2mm (%),property,high,,,,exact value only
6844,young modulus 1800mpa,tensile modulus,property,1800.0,1620.0,1980.0,mpa,banded (value +/- band)
6845,unfilled high impact,impact strength,property,high,,,,exact value only
6848,"grade for terminal connectors with v0 at 0,4 mm",minimum thickness (mm),ul_property,0.4,,,mm,exact value only
6848,"grade for terminal connectors with v0 at 0,4 mm",flame rating,ul_sub_property,v-0,,,,exact value only
6852,high flex modulus nylon,flexural modulus,property,high,,,,exact value only
6853,polyamide for structural applications with good creep resistance,tensile creep modulus,property,good,,,,exact value only
6856,"pps grade with highest tensile modulus, at the same time exclude long glass fiber",tensile modulus,property,highest,,,,exact value only
6857,"pa6, tensile modulus 3100 mpa, density 1.13 g/cm3, shrinkage 1%",tensile modulus,property,3100.0,2790.0,3410.0,mpa,banded (value +/- band)
6857,"pa6, tensile modulus 3100 mpa, density 1.13 g/cm3, shrinkage 1%",density iso 1183 (kg/mÂ³),property,1.13,1.017,1.243,g/cm3,banded (value +/- band)
